111
5.413348197937012,1
32.84634757041931,2
81.26367425918579,3
85.29658269882202,4
173.99652791023254,5
441.2095172405243,6
441.2526202201843,7
441.69730496406555,8
443.07854533195496,9
443.1836338043213,10
444.416424036026,11
444.4724419116974,12
444.5171399116516,13
444.55643796920776,14
444.5849611759186,15
444.65289664268494,16
445.12879037857056,17
446.48448276519775,18
446.6245291233063,19
446.78067684173584,20
446.836466550827,21
446.8808767795563,22
447.0044400691986,23
447.04844641685486,24
447.09654688835144,25
447.1341369152069,26
447.176691532135,27
447.48855805397034,28
447.5382328033447,29
447.5761704444885,30
447.65062856674194,31
447.7065451145172,32
447.8204381465912,33
447.8926434516907,34
447.9971070289612,35
448.2131543159485,36
448.26085329055786,37
448.33745789527893,38
448.4058766365051,39
448.6349368095398,40
448.70058965682983,41
453.3519344329834,42
453.39613795280457,43
453.41703629493713,44
457.0090489387512,45
457.2648706436157,46
458.29632449150085,47
459.7289779186249,48
460.1330728530884,49
460.3213484287262,50
461.4525942802429,51
461.5004496574402,52
461.5444438457489,53
461.5692501068115,54
462.00442457199097,55
462.04495096206665,56
462.06503343582153,57
462.24889850616455,58
462.2924816608429,59
462.3168475627899,60
462.3527309894562,61
463.28846621513367,62
463.32448554039,63
463.3604505062103,64
463.42047095298767,65
463.4724454879761,66
463.5324945449829,67
463.576468706131,68
463.65244817733765,69
463.68095111846924,70
463.7164330482483,71
463.7725851535797,72
463.824453830719,73
463.8730354309082,74
463.92873072624207,75
463.9684202671051,76
464.012442111969,77
464.06845140457153,78
464.10865211486816,79
464.1328647136688,80
464.1452479362488,81
464.1966133117676,82
464.24442625045776,83
464.2851400375366,84
464.32058358192444,85
464.3696427345276,86
464.5460970401764,87
464.5920441150665,88
464.6232690811157,89
464.6885471343994,90
464.71241068840027,91
464.7608449459076,92
464.7932507991791,93
464.87657713890076,94
464.9324541091919,95
468.46448397636414,96
471.86466813087463,97
471.89812541007996,98
603.3624577522278,99
706.3452243804932,100
805.1349799633026,101
